532486950;0;316309905;21.3;1;264848244;20.2;2;198547969;12.5;3;837198543;12.4;4;289198948;12.0;5;610079530;10.7;6;844956579;8.3;7;661819570;5.4;8;570142240;2.2;
264848244;9;198547969;17.6;10;837198543;17.4;11;140938005;10.1;12;289198948;9.3;13;844956579;9.1;14;570142240;8.4;15;316309905;8.3;16;734469133;7.9;17;906903069;7.4;18;999459811;6.6;19;610079530;5.6;20;979567529;5.5;21;104596112;4.5;22;225555093;4.3;23;661819570;3.5;24;444337174;2.5;
198547969;25;289198948;11.9;26;610079530;11.3;27;979567529;10.4;28;661819570;9.9;29;316309905;7.3;30;906903069;6.7;31;837198543;5.2;32;734469133;5.0;33;140938005;4.4;34;844956579;4.1;35;570142240;1.7;36;444337174;1.7;
140938005;37;316309905;11.9;38;999459811;8.9;39;734469133;8.8;40;012936342;8.3;41;661819570;5.0;42;906903069;4.4;
999459811;43;734469133;11.5;44;902731280;10.8;45;979567529;9.8;46;922641241;8.2;47;906903069;5.2;48;444337174;2.4;
844956579;49;661819570;10.9;50;902731280;10.7;51;316309905;10.3;52;289198948;5.8;53;104596112;5.5;54;570142240;2.4;
979567529;55;012936342;9.1;56;610079530;4.2;57;444337174;3.9;58;661819570;3.8;59;906903069;3.2;60;289198948;3.2;
922641241;61;902731280;8.9;62;504622691;8.1;63;225555093;6.5;
570142240;64;520554018;8.8;65;104596112;6.2;66;837198543;4.4;67;444337174;2.5;68;734469133;2.5;69;225555093;2.1;
289198948;70;906903069;7.3;71;444337174;7.2;72;316309905;6.9;73;610079530;6.2;74;837198543;5.5;75;012936342;5.5;76;104596112;5.2;77;661819570;4.2;
906903069;78;316309905;6.9;79;610079530;5.5;80;734469133;5.0;
661819570;81;902731280;6.6;82;974211469;6.2;83;316309905;6.2;84;444337174;1.6;
104596112;85;012936342;4.4;
444337174;86;734469133;2.3;87;902731280;2.0;88;610079530;1.9;
