316309905;0;532486950;38.2;37;140938005;35.2;51;844956579;35.2;15;264848244;44.1;29;198547969;44.1;78;906903069;41.1;72;289198948;35.2;83;661819570;35.2;
264848244;1;532486950;47.7;9;198547969;18.9;10;837198543;32.2;11;140938005;14.9;12;289198948;9.6;13;844956579;12.0;14;570142240;18.3;16;734469133;16.5;17;906903069;7.9;18;999459811;12.2;19;610079530;9.6;20;979567529;6.4;21;104596112;5.1;22;225555093;5.2;23;661819570;3.6;24;444337174;5.5;
198547969;2;532486950;32.9;25;289198948;13.1;26;610079530;21.4;27;979567529;11.2;28;661819570;10.2;30;906903069;6.7;31;837198543;10.7;32;734469133;11.6;33;140938005;7.1;34;844956579;6.0;35;570142240;3.4;36;444337174;3.4;
532486950;3;837198543;14.7;4;289198948;27.2;5;610079530;13.6;6;844956579;13.6;7;661819570;13.6;8;570142240;14.7;
999459811;43;734469133;12.6;44;902731280;12.0;45;979567529;22.1;38;140938005;10.6;46;922641241;9.8;47;906903069;10.6;48;444337174;12.2;
661819570;49;844956579;15.0;81;902731280;15.0;82;974211469;14.5;41;140938005;7.7;77;289198948;4.4;58;979567529;4.2;84;444337174;3.4;
902731280;50;844956579;16.0;61;922641241;12.0;87;444337174;12.0;
012936342;55;979567529;20.6;40;140938005;9.9;75;289198948;9.9;85;104596112;9.9;
734469133;39;140938005;11.6;80;906903069;11.6;68;570142240;14.5;86;444337174;13.5;
570142240;64;520554018;25.4;65;104596112;11.3;66;837198543;22.3;67;444337174;2.5;54;844956579;8.0;69;225555093;6.0;
922641241;62;504622691;9.4;63;225555093;7.6;
289198948;70;906903069;8.0;71;444337174;16.3;73;610079530;10.3;52;844956579;7.5;74;837198543;9.9;76;104596112;6.0;60;979567529;3.8;
610079530;79;906903069;10.3;56;979567529;8.8;88;444337174;8.8;
844956579;53;104596112;8.5;
906903069;42;140938005;7.1;59;979567529;3.5;
979567529;57;444337174;7.0;
