402653447;0;340039024;36.1;1;646375120;32.6;2;387032768;28.0;3;522880548;19.2;4;662473335;17.3;5;324951115;16.0;6;721975853;14.7;7;401224306;13.0;8;923859535;13.0;9;024197175;12.5;10;675273265;9.5;11;737796079;6.2;12;256262789;4.8;
662473335;13;522880548;32.0;14;646375120;17.3;15;387032768;14.9;16;256262789;13.0;17;212225568;12.3;18;023465439;11.2;19;721975853;10.4;20;401224306;10.2;
923859535;21;387032768;21.6;22;646375120;20.4;23;256262789;17.5;24;401224306;17.1;25;721975853;14.2;26;737796079;12.8;27;023465439;8.1;28;675273265;5.8;
646375120;29;387032768;21.4;30;522880548;19.2;31;721975853;14.7;32;212225568;14.0;33;401224306;11.2;34;675273265;8.8;35;737796079;6.7;36;256262789;5.1;
721975853;37;522880548;21.1;38;675273265;12.9;39;387032768;12.2;40;256262789;11.2;41;401224306;7.8;42;737796079;5.1;
387032768;43;522880548;15.1;44;401224306;11.8;45;675273265;10.7;46;256262789;7.8;47;737796079;7.3;
324951115;48;024197175;13.9;49;023465439;13.3;50;401224306;9.7;51;256262789;6.8;52;737796079;5.5;
522880548;53;023465439;11.4;54;401224306;10.3;55;256262789;8.5;
256262789;56;737796079;11.1;57;401224306;7.9;58;023465439;4.6;59;024197175;3.9;60;224393897;3.3;61;675273265;3.1;
401224306;62;737796079;9.0;63;675273265;6.3;
737796079;64;675273265;5.2;
